time_published,title,summary,overall_sentiment_score,relevance_score
20230302T022641,eBay Marks Women's History Month with First-of-Its-Kind Sneaker Drop,"eBay is launching ""From The Collection: Joy Claire"", an exclusive sneaker drop to celebrate Women's History Month and the trailblazing career of Joy Claire in the sneaker and streetwear industry. Starting on International Women's Day, 50 pairs of Claire's rare sneakers, including coveted items like Undefeated x Nike Air Max 97s and NOCTA x Hot Step Air Terras, will be auctioned on eBay with proceeds benefiting The Downtown Women’s Center to support women experiencing homelessness. All eligible sneakers will be backed by eBay's Authenticity Guarantee.",0.453674,1.0
20230303T024645,Oculis Announces US Public Listing on NASDAQ,"Oculis, a global biopharmaceutical company, has announced its listing on the Nasdaq Stock Market under the ticker ""OCS"" after successfully closing a business combination with European Biotech Acquisition Corp. (EBAC). The company secured approximately $91 million in an upsized PIPE and private investment financing, and its shares began trading on Nasdaq on March 3, 2023. Oculis has a pro-forma enterprise value of about $220 million and over $117 million in cash, aiming to advance its clinical-stage pipeline targeting retina, dry eye, and neuro-ophthalmic diseases.",0.491259,0.596625
20230314T022641,eBay just created a shortcut for building accessible websites,"eBay has launched an open-source Figma plugin called ""Include"" to help designers build more accessible digital tools from the very start of product development. This tool allows designers and engineers to check for accessibility concerns like screen reader compatibility, color scheme readability, and appropriate clickable element sizes, integrating accessibility into the core design process rather than as a late-stage compliance check. Include simplifies the creation of accessible websites for people with disabilities, addressing the issue that a high percentage of websites currently lack accessible experiences.",0.447825,1.0
20230314T190600,EBay slams 'alarming' Meta subpoena in FTC monopoly case,"E-commerce platform eBay has asked a U.S. judge to block a subpoena from Meta Platforms, calling it ""alarming"" and too broad. Meta is seeking confidential business information from eBay to defend itself against an antitrust lawsuit filed by the Federal Trade Commission. eBay argues that the requested information is not relevant to the FTC's monopoly claims and that it does not compete with Meta in social networking, only with Facebook Marketplace.",0.056581,1.0
20230315T165100,"eBay Inc. stock falls Wednesday, underperforms market","eBay Inc. (EBAY) stock fell by 0.85% on Wednesday, closing at $40.81, and underperformed the broader market, which also saw declines in the S&P 500 and Dow Jones Industrial Average. The company's shares are currently $19.58 below their 52-week high. Competitors such as Amazon.com Inc. (AMZN) and Walmart Inc. (WMT) experienced gains on the same day.",0.180233,1.0
20230316T022828,"Etsy, eBay, PayPal Want IRS 1099-K Relief for Online Sellers","Companies like eBay, Etsy, and PayPal are advocating for Congress to increase the reporting threshold for IRS Form 1099-K, which currently stands at $600. They argue that the low threshold disproportionately burdens ""casual sellers"" and causes confusion, with many transactions for used goods not creating tax liability. A bill, the Saving Gig Economy Taxpayers Act, has been reintroduced in Congress to restore the previous $20,000/200 transaction threshold.",0.214712,0.808621
20230317T022641,"Millions of Aussies turning passions to profit by investing in collectibles, reveals eBay State of Collectibles Report 2023","A new report by eBay Australia and Deloitte Access Economics shows that over five million Australians are collecting items such as coins, toys, and sneakers, with more than 40% having a financial objective. Many collectors are turning their hobbies into profit, with median estimated gains of $5,000-$10,000 over the past three years. The report highlights significant price increases in luxury items, trading cards, and LEGO sets, indicating a growing market for collectibles that offers both passion and potential financial returns.",0.308337,1.0
20230318T022829,"IRS to crack down on income earned by third-party sellers on eBay, Amazon and other sites","The IRS is changing its reporting rules for third-party sellers on platforms like eBay and Amazon, requiring companies to issue 1099 forms for transactions exceeding $600, eliminating the previous $20,000 sales threshold. This move aims to ensure that income from online sales is properly taxed. The article highlights a case where an individual was wrongly accused of undeclared sales, demonstrating potential identity theft issues that sellers might face.",-0.217728,0.828908
20230326T073400,Investigation into eBay continues after stalking scandal | 60 Minutes,"60 Minutes investigates the stalking and harassment campaign orchestrated by eBay employees against Ina and David Steiner, publishers of EcommerceBytes. This deep dive reveals how eBay executives, unhappy with critical coverage, used company resources to terrorize the couple with disturbing deliveries and threats. While several employees were convicted, the broader investigation into eBay and its top executives continues, raising questions about corporate accountability.",-0.514524,1.0
20230327T153400,Salesforce avoids proxy fight with Elliott after improved results,"Salesforce Inc. and activist investor Elliott Management have reached an agreement where Elliott will not pursue a board challenge, following Salesforce's improved financial results and commitment to boosting profits and efficiency. Salesforce agreed to double its share buybacks to $20 billion and reduce acquisitions, satisfying Elliott and avoiding a costly proxy contest. This resolution is part of a trend among prominent activist investors, with similar withdrawals seen at Disney and Bath & Body Works.",0.270428,0.642647
